"global_step","honest-sweep-20 - _step","honest-sweep-20 - _step__MIN","honest-sweep-20 - _step__MAX","honest-sweep-20 - rewards/step","honest-sweep-20 - rewards/step__MIN","honest-sweep-20 - rewards/step__MAX","upbeat-sweep-19 - _step","upbeat-sweep-19 - _step__MIN","upbeat-sweep-19 - _step__MAX","upbeat-sweep-19 - rewards/step","upbeat-sweep-19 - rewards/step__MIN","upbeat-sweep-19 - rewards/step__MAX","easy-sweep-13 - _step","easy-sweep-13 - _step__MIN","easy-sweep-13 - _step__MAX","easy-sweep-13 - rewards/step","easy-sweep-13 - rewards/step__MIN","easy-sweep-13 - rewards/step__MAX","helpful-sweep-9 - _step","helpful-sweep-9 - _step__MIN","helpful-sweep-9 - _step__MAX","helpful-sweep-9 - rewards/step","helpful-sweep-9 - rewards/step__MIN","helpful-sweep-9 - rewards/step__MAX","serene-sweep-7 - _step","serene-sweep-7 - _step__MIN","serene-sweep-7 - _step__MAX","serene-sweep-7 - rewards/step","serene-sweep-7 - rewards/step__MIN","serene-sweep-7 - rewards/step__MAX"
"52346880","640","640","640","4251.69384765625","4251.69384765625","4251.69384765625","640","640","640","4388.27587890625","4388.27587890625","4388.27587890625","640","640","640","4339.7646484375","4339.7646484375","4339.7646484375","640","640","640","4655.15380859375","4655.15380859375","4655.15380859375","640","640","640","4515.5087890625","4515.5087890625","4515.5087890625"
"52592640","643","643","643","4298.3369140625","4298.3369140625","4298.3369140625","643","643","643","4392.96630859375","4392.96630859375","4392.96630859375","643","643","643","4340.0068359375","4340.0068359375","4340.0068359375","643","643","643","4657.572265625","4657.572265625","4657.572265625","643","643","643","4519.33935546875","4519.33935546875","4519.33935546875"
"52838400","646","646","646","4313.400390625","4313.400390625","4313.400390625","646","646","646","4392.7333984375","4392.7333984375","4392.7333984375","646","646","646","4344.97314453125","4344.97314453125","4344.97314453125","646","646","646","4624.83349609375","4624.83349609375","4624.83349609375","646","646","646","4552.01904296875","4552.01904296875","4552.01904296875"
"53084160","649","649","649","4317.75732421875","4317.75732421875","4317.75732421875","649","649","649","4395.37744140625","4395.37744140625","4395.37744140625","649","649","649","4362.7685546875","4362.7685546875","4362.7685546875","649","649","649","4643.01171875","4643.01171875","4643.01171875","649","649","649","4566.2529296875","4566.2529296875","4566.2529296875"
"53329920","652","652","652","4314.35986328125","4314.35986328125","4314.35986328125","652","652","652","4395.3623046875","4395.3623046875","4395.3623046875","652","652","652","4374.74072265625","4374.74072265625","4374.74072265625","652","652","652","4642.07666015625","4642.07666015625","4642.07666015625","652","652","652","4565.0107421875","4565.0107421875","4565.0107421875"
"53575680","655","655","655","4316.88818359375","4316.88818359375","4316.88818359375","655","655","655","4373.61669921875","4373.61669921875","4373.61669921875","655","655","655","4390.2783203125","4390.2783203125","4390.2783203125","655","655","655","4645.89599609375","4645.89599609375","4645.89599609375","655","655","655","4519.12158203125","4519.12158203125","4519.12158203125"
"53821440","658","658","658","4323.8154296875","4323.8154296875","4323.8154296875","658","658","658","4396.83251953125","4396.83251953125","4396.83251953125","658","658","658","4381.9345703125","4381.9345703125","4381.9345703125","658","658","658","4643.40625","4643.40625","4643.40625","658","658","658","4565.96923828125","4565.96923828125","4565.96923828125"
"54067200","661","661","661","4324.2431640625","4324.2431640625","4324.2431640625","661","661","661","4395.5166015625","4395.5166015625","4395.5166015625","661","661","661","4384.3955078125","4384.3955078125","4384.3955078125","661","661","661","4635.3134765625","4635.3134765625","4635.3134765625","661","661","661","4533.71142578125","4533.71142578125","4533.71142578125"
"54312960","664","664","664","4256.0380859375","4256.0380859375","4256.0380859375","664","664","664","4399.505859375","4399.505859375","4399.505859375","664","664","664","4411.88330078125","4411.88330078125","4411.88330078125","664","664","664","4635.72216796875","4635.72216796875","4635.72216796875","664","664","664","4557.677734375","4557.677734375","4557.677734375"
"54558720","667","667","667","4275.2275390625","4275.2275390625","4275.2275390625","667","667","667","4395.30419921875","4395.30419921875","4395.30419921875","667","667","667","4428.89208984375","4428.89208984375","4428.89208984375","667","667","667","4597.97021484375","4597.97021484375","4597.97021484375","667","667","667","4554.6044921875","4554.6044921875","4554.6044921875"
"54804480","670","670","670","4266.85693359375","4266.85693359375","4266.85693359375","670","670","670","4367.27978515625","4367.27978515625","4367.27978515625","670","670","670","4430.1943359375","4430.1943359375","4430.1943359375","670","670","670","4604.73193359375","4604.73193359375","4604.73193359375","670","670","670","4538.7490234375","4538.7490234375","4538.7490234375"
"55050240","673","673","673","4312.78564453125","4312.78564453125","4312.78564453125","673","673","673","4395.08984375","4395.08984375","4395.08984375","673","673","673","4426.7177734375","4426.7177734375","4426.7177734375","673","673","673","4627.1689453125","4627.1689453125","4627.1689453125","673","673","673","4492.2578125","4492.2578125","4492.2578125"
"55296000","676","676","676","4273.32373046875","4273.32373046875","4273.32373046875","676","676","676","4401.873046875","4401.873046875","4401.873046875","676","676","676","4388.72509765625","4388.72509765625","4388.72509765625","676","676","676","4627.03564453125","4627.03564453125","4627.03564453125","676","676","676","4467.73046875","4467.73046875","4467.73046875"
"55541760","679","679","679","4307.359375","4307.359375","4307.359375","679","679","679","4404.1669921875","4404.1669921875","4404.1669921875","679","679","679","4404.25439453125","4404.25439453125","4404.25439453125","679","679","679","4644.080078125","4644.080078125","4644.080078125","679","679","679","4465.244140625","4465.244140625","4465.244140625"
"55787520","682","682","682","4335.6357421875","4335.6357421875","4335.6357421875","682","682","682","4387.26806640625","4387.26806640625","4387.26806640625","682","682","682","4376.138671875","4376.138671875","4376.138671875","682","682","682","4638.79296875","4638.79296875","4638.79296875","682","682","682","4532.73193359375","4532.73193359375","4532.73193359375"
"56033280","685","685","685","4340.4287109375","4340.4287109375","4340.4287109375","685","685","685","4419.31591796875","4419.31591796875","4419.31591796875","685","685","685","4413.16748046875","4413.16748046875","4413.16748046875","685","685","685","4651.88330078125","4651.88330078125","4651.88330078125","685","685","685","4518.49755859375","4518.49755859375","4518.49755859375"
"56279040","688","688","688","4331.5625","4331.5625","4331.5625","688","688","688","4422.814453125","4422.814453125","4422.814453125","688","688","688","4383.33544921875","4383.33544921875","4383.33544921875","688","688","688","4653.62158203125","4653.62158203125","4653.62158203125","688","688","688","4512.35107421875","4512.35107421875","4512.35107421875"
"56524800","691","691","691","4303.55322265625","4303.55322265625","4303.55322265625","691","691","691","4421.091796875","4421.091796875","4421.091796875","691","691","691","4408.43017578125","4408.43017578125","4408.43017578125","691","691","691","4651.56494140625","4651.56494140625","4651.56494140625","691","691","691","4507.85107421875","4507.85107421875","4507.85107421875"
"56770560","694","694","694","4317.59033203125","4317.59033203125","4317.59033203125","694","694","694","4415.2431640625","4415.2431640625","4415.2431640625","694","694","694","4295.5048828125","4295.5048828125","4295.5048828125","694","694","694","4652.369140625","4652.369140625","4652.369140625","694","694","694","4551.04931640625","4551.04931640625","4551.04931640625"
"57016320","697","697","697","4324.11376953125","4324.11376953125","4324.11376953125","697","697","697","4407.98291015625","4407.98291015625","4407.98291015625","697","697","697","4344.27734375","4344.27734375","4344.27734375","697","697","697","4658.62060546875","4658.62060546875","4658.62060546875","697","697","697","4397.92236328125","4397.92236328125","4397.92236328125"
"57262080","700","700","700","4343.77880859375","4343.77880859375","4343.77880859375","700","700","700","4409.26904296875","4409.26904296875","4409.26904296875","700","700","700","4376.0576171875","4376.0576171875","4376.0576171875","700","700","700","4659.20556640625","4659.20556640625","4659.20556640625","700","700","700","4394.95263671875","4394.95263671875","4394.95263671875"
"57507840","703","703","703","4317.46630859375","4317.46630859375","4317.46630859375","703","703","703","4357.54443359375","4357.54443359375","4357.54443359375","703","703","703","4408.16748046875","4408.16748046875","4408.16748046875","703","703","703","4665.73193359375","4665.73193359375","4665.73193359375","703","703","703","4466.01318359375","4466.01318359375","4466.01318359375"
"57753600","706","706","706","4326.58251953125","4326.58251953125","4326.58251953125","706","706","706","4385.33984375","4385.33984375","4385.33984375","706","706","706","4404.87744140625","4404.87744140625","4404.87744140625","706","706","706","4614.017578125","4614.017578125","4614.017578125","706","706","706","4538.029296875","4538.029296875","4538.029296875"
"57999360","709","709","709","4327.751953125","4327.751953125","4327.751953125","709","709","709","4402.6650390625","4402.6650390625","4402.6650390625","709","709","709","4386.98974609375","4386.98974609375","4386.98974609375","709","709","709","4638.4765625","4638.4765625","4638.4765625","709","709","709","4538.20703125","4538.20703125","4538.20703125"
"58245120","712","712","712","4262.26220703125","4262.26220703125","4262.26220703125","712","712","712","4404.5556640625","4404.5556640625","4404.5556640625","712","712","712","4406.7998046875","4406.7998046875","4406.7998046875","712","712","712","4671.7734375","4671.7734375","4671.7734375","712","712","712","4563.30224609375","4563.30224609375","4563.30224609375"
"58490880","715","715","715","4287.28173828125","4287.28173828125","4287.28173828125","715","715","715","4396.40478515625","4396.40478515625","4396.40478515625","715","715","715","4407.94970703125","4407.94970703125","4407.94970703125","715","715","715","4671.3310546875","4671.3310546875","4671.3310546875","715","715","715","4578.13037109375","4578.13037109375","4578.13037109375"
"58736640","718","718","718","4239.8115234375","4239.8115234375","4239.8115234375","718","718","718","4404.2353515625","4404.2353515625","4404.2353515625","718","718","718","4410.77099609375","4410.77099609375","4410.77099609375","718","718","718","4638.05810546875","4638.05810546875","4638.05810546875","718","718","718","4574.43603515625","4574.43603515625","4574.43603515625"
"58982400","721","721","721","4301.80322265625","4301.80322265625","4301.80322265625","721","721","721","4403.6630859375","4403.6630859375","4403.6630859375","721","721","721","4380.17724609375","4380.17724609375","4380.17724609375","721","721","721","4653.88818359375","4653.88818359375","4653.88818359375","721","721","721","4548.60009765625","4548.60009765625","4548.60009765625"
"59228160","724","724","724","4321.51953125","4321.51953125","4321.51953125","724","724","724","4405.42236328125","4405.42236328125","4405.42236328125","724","724","724","4413.9853515625","4413.9853515625","4413.9853515625","724","724","724","4664.46044921875","4664.46044921875","4664.46044921875","724","724","724","4487.64697265625","4487.64697265625","4487.64697265625"
"59473920","727","727","727","4255.5634765625","4255.5634765625","4255.5634765625","727","727","727","4394.962890625","4394.962890625","4394.962890625","727","727","727","4424.81591796875","4424.81591796875","4424.81591796875","727","727","727","4664.64892578125","4664.64892578125","4664.64892578125","727","727","727","4551.8984375","4551.8984375","4551.8984375"
"59719680","730","730","730","4279.009765625","4279.009765625","4279.009765625","730","730","730","4401.72412109375","4401.72412109375","4401.72412109375","730","730","730","4418.9921875","4418.9921875","4418.9921875","730","730","730","4628.0078125","4628.0078125","4628.0078125","730","730","730","4561.2734375","4561.2734375","4561.2734375"
"59965440","733","733","733","4327.0810546875","4327.0810546875","4327.0810546875","733","733","733","4384.90185546875","4384.90185546875","4384.90185546875","733","733","733","4434.01513671875","4434.01513671875","4434.01513671875","733","733","733","4654.9169921875","4654.9169921875","4654.9169921875","733","733","733","4564.55419921875","4564.55419921875","4564.55419921875"
"60211200","736","736","736","4283.9873046875","4283.9873046875","4283.9873046875","736","736","736","4393.15625","4393.15625","4393.15625","736","736","736","4442.3828125","4442.3828125","4442.3828125","736","736","736","4651.818359375","4651.818359375","4651.818359375","736","736","736","4580.57275390625","4580.57275390625","4580.57275390625"
"60456960","739","739","739","4198.51123046875","4198.51123046875","4198.51123046875","739","739","739","4386.3203125","4386.3203125","4386.3203125","739","739","739","4375.83056640625","4375.83056640625","4375.83056640625","739","739","739","4647.4775390625","4647.4775390625","4647.4775390625","739","739","739","4531.31640625","4531.31640625","4531.31640625"
